barcode	current_name	proposed_name	source	brand	chains	candidates
7290001988183	תבנית 30 ביצים L	תבנית 30 ביצים L	trusted	כללי	1	שופרסל: תבנית 30 ביצים L
7290001988190	30 ביצים M הר מירון 30 י	30 ביצים M הר מירון 30 י	trusted	כללי	1	שופרסל: 30 ביצים M הר מירון 30 י
7290001989050	מקרל מעושן שלם	מקרל מעושן שלם	trusted		1	חצי חינם: מקרל מעושן שלם
7290001989074	חצי מקרל מעושן במשקל	חצי מקרל מעושן במשקל	trusted	לא ידוע	1	טיב טעם: חצי מקרל מעושן במשקל
7290001989449	טבעות גזר פיקנטי (מרוקאי )	טבעות גזר פיקנטי (מרוקאי )	trusted	לא ידוע	1	"שפע ברכת השם בע""מ: טבעות גזר פיקנטי (מרוקאי )"
7290001989746	מקרל מעושן שלם משקל	מקרל מעושן שלם משקל	trusted	סלטי שמיר פל דג	1	שופרסל: מקרל מעושן שלם משקל
72900019900117	שומשום	שומשום	trusted		1	CITY_MARKET_SHOPS: שומשום
7290001990025	סוכר קוביות 750 גר`	סוכר קוביות 750 גר`	trusted		1	ויקטורי: סוכר קוביות 750 גר`
7290001990384	פול קטן	פול קטן	trusted		1	CITY_MARKET_SHOPS: פול קטן
7290002000310	"מאסק אויל - שמן Classic א.ד.פ לאישה 15 מ""ל"	"מאסק אויל - שמן Classic א.ד.פ לאישה 15 מ""ל"	trusted	לא ידוע	1	"גוד פארם בע""מ: מאסק אויל - שמן Classic א.ד.פ לאישה 15 מ""ל"
7290002002635	שעווה מגע המשי לפנים	שעווה מגע המשי לפנים	trusted	"ש. שוורץ (ב""ש) בע""מ"	1	חצי חינם: שעווה מגע המשי לפנים
7290002006602	אל סבון מועשר בלחות אביב	אל סבון מועשר בלחות אביב	trusted		1	CITY_MARKET_SHOPS: אל סבון מועשר בלחות אביב
7290002007005	פרג	פרג	trusted		1	CITY_MARKET_SHOPS: פרג
7290002007173	שבולת שועל	שבולת שועל	trusted		1	CITY_MARKET_SHOPS: שבולת שועל
7290002007180	קמח תירס	קמח תירס	trusted		1	CITY_MARKET_SHOPS: קמח תירס
7290002007401	קליפות הדרים לקישוט	קליפות הדרים לקישוט	trusted		1	CITY_MARKET_SHOPS: קליפות הדרים לקישוט
7290002007456	בירה	בירה	trusted		1	CITY_MARKET_SHOPS: בירה
7290002007531	לוביה 500 גרם	לוביה 500 גרם	trusted	לא ידוע	1	טיב טעם: לוביה 500 גרם
7290002007663	תפוח אדמה לבן ארוז בלבד	תפוח אדמה לבן ארוז בלבד	trusted	כללי	1	שופרסל: תפוח אדמה לבן ארוז בלבד
7290002007777	זוג כפפות גומי גדול	זוג כפפות גומי גדול	trusted		1	CITY_MARKET_SHOPS: זוג כפפות גומי גדול
7290002008088	צבע מאכל	צבע מאכל	trusted		1	CITY_MARKET_SHOPS: צבע מאכל
7290002008095	קמח מצה	קמח מצה	trusted		1	CITY_MARKET_SHOPS: קמח מצה
7290002008415	אציטון	אציטון	trusted		1	CITY_MARKET_SHOPS: אציטון
7290002008439	נייר פרגמנט	נייר פרגמנט	trusted		1	CITY_MARKET_SHOPS: נייר פרגמנט
7290002008521	מפיות רגיל	מפיות רגיל	trusted	לא ידוע	1	טיב טעם: מפיות רגיל
7290002008710	מנג'ט מס' 3	מנג'ט מס' 3	trusted	לא ידוע	1	בר-כל: מנג'ט מס' 3
7290002008866	זוג כפפות גומי בנוני	זוג כפפות גומי בנוני	trusted		1	CITY_MARKET_SHOPS: זוג כפפות גומי בנוני
7290002011101	גביעי גלידה ממותקים	גביעי גלידה ממותקים	trusted		1	CITY_MARKET_SHOPS: גביעי גלידה ממותקים
7290002011187	פומפה	פומפה	trusted		1	CITY_MARKET_SHOPS: פומפה
7290002012016	לחם אחיד אורנים 750 גר	לחם אחיד אורנים 750 גר	trusted	מוצרים בפיקוח	1	"אבות אברהם בע""מ: לחם אחיד אורנים 750 גר"
7290002012221	לחמניה מיני חי אנג׳ל	לחמניה מיני חי אנג׳ל	trusted	לא ידוע	1	"אבות אברהם בע""מ: לחמניה מיני חי אנג׳ל"
7290002013884	פסטרמה תבור ללא חומרים משמרים	פסטרמה תבור ללא חומרים משמרים	trusted		1	חצי חינם: פסטרמה תבור ללא חומרים משמרים
7290002013891	פסטרמה ברביקיו ללא חומרים משמרים	פסטרמה ברביקיו ללא חומרים משמרים	trusted		1	חצי חינם: פסטרמה ברביקיו ללא חומרים משמרים
7290002013907	סלמי תה מעושן ללא חומרים משמרים	סלמי תה מעושן ללא חומרים משמרים	trusted		1	חצי חינם: סלמי תה מעושן ללא חומרים משמרים
7290002013990	קונפי אווז והודו ריינהולדס זוגלובק במשקל	קונפי אווז והודו ריינהולדס זוגלובק במשקל	trusted		1	חצי חינם: קונפי אווז והודו ריינהולדס זוגלובק במשקל
7290002014270	חומוס מגורען מזרחי 500 גרם מרובע	חומוס מגורען מזרחי 500 גרם מרובע	trusted	לא ידוע	1	טיב טעם: חומוס מגורען מזרחי 500 גרם מרובע
7290002014614	מקרל מעושן	מקרל מעושן	trusted		1	CITY_MARKET_SHOPS: מקרל מעושן
7290002014744	סלט תפוח אדמה.	סלט תפוח אדמה.	trusted		1	CITY_MARKET_SHOPS: סלט תפוח אדמה.
7290002014751	כרוב שוודי	כרוב שוודי	trusted		1	CITY_MARKET_SHOPS: כרוב שוודי
7290002014799	מטבוחה	מטבוחה	trusted		1	CITY_MARKET_SHOPS: מטבוחה
7290002014829	חזרת	חזרת	trusted		1	CITY_MARKET_SHOPS: חזרת
7290002014867	מעדני מיקי  אריסה תוניסאית	מעדני מיקי  אריסה תוניסאית	trusted		1	CITY_MARKET_SHOPS: מעדני מיקי  אריסה תוניסאית
7290002014904	חומוס 500 גר עגול	חומוס 500 גר עגול	trusted	לא ידוע	1	טיב טעם: חומוס 500 גר עגול
7290002014959	חציל במיונז קילו	חציל במיונז קילו	trusted		1	CITY_MARKET_SHOPS: חציל במיונז קילו
7290002015345	חרזים מרינ	חרזים מרינ	trusted		1	CITY_MARKET_SHOPS: חרזים מרינ
7290002015406	זיתים מושחרים בני הדרום	זיתים מושחרים בני הדרום	trusted		1	CITY_MARKET_SHOPS: זיתים מושחרים בני הדרום
7290002015451	"זית נובו ענק 1.25 ק""ג"	"זית נובו ענק 1.25 ק""ג"	trusted	בני דרום	1	"שופרסל: זית נובו ענק 1.25 ק""ג"
7290002015475	זית ירוק מנזל15-17 1.300	זית ירוק מנזל15-17 1.300	trusted	בני דרום	1	שופרסל: זית ירוק מנזל15-17 1.300
7290002015543	זיתים סורי בלאדי בני דרום	זיתים סורי בלאדי בני דרום	trusted		1	CITY_MARKET_SHOPS: זיתים סורי בלאדי בני דרום
7290002015628	גמבה].A2ב.ד[	גמבה].A2ב.ד[	trusted		1	מחסני השוק: גמבה].A2ב.ד[
7290002016007	חציל קלןי על האש	חציל קלןי על האש	trusted		1	CITY_MARKET_SHOPS: חציל קלןי על האש
7290002016076	חרוזית בני דרום	חרוזית בני דרום	trusted		1	CITY_MARKET_SHOPS: חרוזית בני דרום
7290002016083	טבעות זייתים בני דרום	טבעות זייתים בני דרום	trusted		1	CITY_MARKET_SHOPS: טבעות זייתים בני דרום
7290002016113	קשתות	קשתות	trusted	לא ידוע	1	בר-כל: קשתות
7290002016137	חרוזי זיתים ירוקים בני דרום	חרוזי זיתים ירוקים בני דרום	trusted		1	CITY_MARKET_SHOPS: חרוזי זיתים ירוקים בני דרום
7290002016175	זייתים גדולים מאוד בני דרום 6	זייתים גדולים מאוד בני דרום 6	trusted		1	CITY_MARKET_SHOPS: זייתים גדולים מאוד בני דרום 6
7290002016182	חצילים במלח בני דרום	חצילים במלח בני דרום	trusted		1	CITY_MARKET_SHOPS: חצילים במלח בני דרום
7290002016199	פלפל שדיפקה	פלפל שדיפקה	trusted		1	CITY_MARKET_SHOPS: פלפל שדיפקה
7290002016205	זית סנטה מבוקע בני דרום	זית סנטה מבוקע בני דרום	trusted		1	CITY_MARKET_SHOPS: זית סנטה מבוקע בני דרום
7290002016236	פסטו בזיליקום ןאגוזים	פסטו בזיליקום ןאגוזים	trusted		1	CITY_MARKET_SHOPS: פסטו בזיליקום ןאגוזים
7290002016243	עגבניות מיובשות	עגבניות מיובשות	trusted		1	CITY_MARKET_SHOPS: עגבניות מיובשות
7290002016366	מעדן צ'ימיצ'ורי בני דרום	מעדן צ'ימיצ'ורי בני דרום	trusted		1	CITY_MARKET_SHOPS: מעדן צ'ימיצ'ורי בני דרום
7290002016472	מלפונים במלח  זכוכית  בני דרום	מלפונים במלח  זכוכית  בני דרום	trusted		1	CITY_MARKET_SHOPS: מלפונים במלח  זכוכית  בני דרום
7290002016816	לימון כבוש	לימון כבוש	trusted		1	CITY_MARKET_SHOPS: לימון כבוש
7290002016823	מלפפונים בחומצ	מלפפונים בחומצ	trusted		1	CITY_MARKET_SHOPS: מלפפונים בחומצ
7290002016915	לימון ננסי כבוש	לימון ננסי כבוש	trusted		1	CITY_MARKET_SHOPS: לימון ננסי כבוש
7290002017837	שלישיית גרעיני תירס	שלישיית גרעיני תירס	trusted		1	CITY_MARKET_SHOPS: שלישיית גרעיני תירס
7290002020196	שנק קינמון מנה אישית	שנק קינמון מנה אישית	trusted	סהרון	1	שופרסל: שנק קינמון מנה אישית
7290002020455	חלת שופרסל אפוי	חלת שופרסל אפוי	trusted	"גידרון תעשיות בע""מ"	1	שופרסל: חלת שופרסל אפוי
7290002020844	פיתה ביס אסלי קפואה 50ג'	פיתה ביס אסלי קפואה 50ג'	trusted	לא ידוע	1	"ג.מ. מעיין אלפיים (07) בע""מ: פיתה ביס אסלי קפואה 50ג'"
7290002020868	מארז בייגל רומני 3יח	מארז בייגל רומני 3יח	trusted	"גידרון תעשיות בע""מ"	1	שופרסל: מארז בייגל רומני 3יח
7290002022046	מרשמלו	מרשמלו	trusted		1	CITY_MARKET_SHOPS: מרשמלו
7290002022152	מרשמלו	מרשמלו	trusted		1	CITY_MARKET_SHOPS: מרשמלו
7290002022695	מטבעות שוקולד זהב כרמית	מטבעות שוקולד זהב כרמית	trusted		1	CITY_MARKET_SHOPS: מטבעות שוקולד זהב כרמית
7290002022923	סוכריות תות על מקל	סוכריות תות על מקל	trusted		1	CITY_MARKET_SHOPS: סוכריות תות על מקל
7290002024583	חומוס 100 גרם	חומוס 100 גרם	trusted	לא ידוע	1	"אבות אברהם בע""מ: חומוס 100 גרם"
7290002024842	עריסה 3קג	עריסה 3קג	trusted	לא ידוע	1	"אבות אברהם בע""מ: עריסה 3קג"
7290002026204	בן אנד ג'ריס אישי	בן אנד ג'ריס אישי	trusted		1	CITY_MARKET_SHOPS: בן אנד ג'ריס אישי
7290002026433	וופל בלגי	וופל בלגי	trusted		1	CITY_MARKET_SHOPS: וופל בלגי
7290002026884	בן אנד גרי מיקס	בן אנד גרי מיקס	trusted		1	CITY_MARKET_SHOPS: בן אנד גרי מיקס
7290002026938	בן אנד גרי שוקלג	בן אנד גרי שוקלג	trusted		1	CITY_MARKET_SHOPS: בן אנד גרי שוקלג
7290002026945	בן אנד ג'רי	בן אנד ג'רי	trusted		1	CITY_MARKET_SHOPS: בן אנד ג'רי
7290002026976	בן& ג'ריס שוקולד קוקיס	בן& ג'ריס שוקולד קוקיס	trusted		1	CITY_MARKET_SHOPS: בן& ג'ריס שוקולד קוקיס
7290002026983	בן אנד ג'ריז שוקולד בצק עוגיות	בן אנד ג'ריז שוקולד בצק עוגיות	trusted		1	CITY_MARKET_SHOPS: בן אנד ג'ריז שוקולד בצק עוגיות
7290002027379	קרחונים	קרחונים	trusted		1	CITY_MARKET_SHOPS: קרחונים
7290002027393	הום מיד חטיף תמרים	הום מיד חטיף תמרים	trusted		1	CITY_MARKET_SHOPS: הום מיד חטיף תמרים
7290002027812	חטיף קינואה ושוקולד	חטיף קינואה ושוקולד	trusted		1	CITY_MARKET_SHOPS: חטיף קינואה ושוקולד
7290002027836	אשכולת גרנולה אגוזים וחמוציות שוקולד מריר	אשכולת גרנולה אגוזים וחמוציות שוקולד מריר	trusted		1	CITY_MARKET_SHOPS: אשכולת גרנולה אגוזים וחמוציות שוקולד מריר
7290002027843	חטיף תמרים עם אגוזי לוז	חטיף תמרים עם אגוזי לוז	trusted		1	CITY_MARKET_SHOPS: חטיף תמרים עם אגוזי לוז
7290002029175	"עוף קפוא מס1 קג שארית"""	"עוף קפוא מס1 קג שארית"""	trusted	כללי	1	"שופרסל: עוף קפוא מס1 קג שארית"""
7290002029359	עוף מחולק קפוא קג	עוף מחולק קפוא קג	trusted	כללי	1	שופרסל: עוף מחולק קפוא קג
7290002029533	חזה עוף טרי גלאט קג	חזה עוף טרי גלאט קג	trusted		1	שופרסל: חזה עוף טרי גלאט קג
7290002029571	שוקיים עוף טרי גלאט קג	שוקיים עוף טרי גלאט קג	trusted	עוף ירושלים	1	שופרסל: שוקיים עוף טרי גלאט קג
7290002029588	פרגיות עוף טרי גלאט קג	פרגיות עוף טרי גלאט קג	trusted	עוף ירושלים	1	שופרסל: פרגיות עוף טרי גלאט קג
7290002029649	גרון עוף טרי גלאט קג	גרון עוף טרי גלאט קג	trusted	עוף ירושלים	1	שופרסל: גרון עוף טרי גלאט קג
7290002029656	עוף מחולק טרי גלאט קג	עוף מחולק טרי גלאט קג	trusted	עוף ירושלים	1	שופרסל: עוף מחולק טרי גלאט קג
7290002029694	טחון הודו 500 גר	טחון הודו 500 גר	trusted	לא ידוע	1	בר-כל: טחון הודו 500 גר
7290002029748	צלעות 2 צרכני בקר קפוא גלאט ירושלים	צלעות 2 צרכני בקר קפוא גלאט ירושלים	trusted	לא ידוע	1	בר-כל: צלעות 2 צרכני בקר קפוא גלאט ירושלים
